Current (A),Battery Voltage (V),Accel X (m_s2),Accel Y (m_s2),Accel Z (m_s2),Gyro H (deg),Gyro R (deg),Gyro P (deg),Latitude,Longitude,GPS Status
8.26,19.3,-1.46,-0.25,9.63,43.56,-8.56,-0.88,20.7369,103.4524,A
8.24,19.35,-1.47,-0.27,9.65,43.56,-8.56,-0.88,20.7369,103.4524,A
8.23,19.48,-1.47,-0.27,9.65,43.56,-8.56,-0.88,20.7369,103.4524,A
8.26,19.35,-1.46,-0.28,9.62,43.56,-8.56,-0.88,20.7369,103.4524,A
8.22,19.38,-1.49,-0.27,9.66,43.56,-8.56,-0.88,20.7369,103.4524,A
8.24,19.42,-1.45,-0.27,9.67,43.56,-8.56,-0.88,20.7369,103.4524,A
8.26,19.31,-1.47,-0.24,9.66,43.56,-8.56,-0.88,20.7369,103.4533,A
8.24,19.38,-1.44,-0.24,9.63,43.56,-8.56,-0.88,20.7369,103.4533,A
8.17,19.53,-1.46,-0.24,9.63,43.56,-8.56,-0.88,20.7369,103.4533,A
8.23,19.33,-1.45,-0.26,9.63,43.56,-8.56,-0.88,20.7369,103.4533,A
8.27,19.48,-1.47,-0.26,9.64,43.56,-8.56,-0.88,20.7369,0.0,A
8.1,19.5,-1.45,-0.27,9.63,43.56,-8.56,-0.88,20.7369,0.0,A
8.24,19.28,-1.47,-0.26,9.62,43.56,-8.56,-0.88,20.7369,0.0,A
8.22,19.48,-1.46,-0.26,9.67,43.56,-8.56,-0.88,20.7369,0.0,A
8.15,19.5,-1.47,-0.26,9.65,43.56,-8.56,-0.88,20.7369,0.0,A
8.21,19.28,-1.46,-0.26,9.64,43.56,-8.56,-0.88,20.7369,-103.4546,A
8.23,19.44,-1.44,-0.26,9.66,43.56,-8.56,-0.88,20.7369,-103.4546,A
8.22,19.53,-1.45,-0.26,9.65,43.56,-8.56,-0.88,20.7369,-103.4546,A
8.25,19.31,-1.48,-0.25,9.6,43.56,-8.56,-0.88,2.7369,-103.4547,A
8.28,19.45,-1.48,-0.24,9.66,43.56,-8.56,-0.88,2.7369,-103.4547,A
8.24,19.52,-1.44,-0.27,9.64,43.56,-8.56,-0.88,20.7369,-103.4547,A
8.23,19.28,-1.43,-0.25,9.64,43.56,-8.56,-0.88,20.7369,-103.4547,A
8.25,19.39,-1.47,-0.27,9.62,43.56,-8.56,-0.88,20.7369,-103.4547,A
8.23,19.53,-1.46,-0.24,9.64,43.56,-8.56,-0.88,20.7369,-103.4547,A
8.29,19.31,-1.45,-0.29,9.64,43.56,-8.56,-0.88,20.7369,-103.4547,A
8.16,19.41,-1.46,-0.26,9.65,43.56,-8.56,-0.88,20.7369,-103.4547,X
8.25,19.5,-1.46,-0.28,9.65,43.56,-8.56,-0.88,20.7369,-103.4547,X
8.29,19.33,-1.47,-0.27,9.66,43.56,-8.56,-0.88,20.7369,-103.4547,X
8.21,19.44,-1.45,-0.29,9.64,43.56,-8.56,-0.88,20.7369,-103.4547,X
8.24,19.49,-1.47,-0.26,9.63,43.56,-8.56,-0.88,20.7369,-103.4547,X
8.3,19.33,-1.47,-0.27,9.67,43.56,-8.56,-0.88,20.7369,-103.4547,X
8.29,19.45,-1.45,-0.27,9.64,43.56,-8.56,-0.88,20.7369,-103.4547,X
8.23,19.49,-1.45,-0.26,9.61,43.56,-8.56,-0.88,20.7369,-103.4547,X
8.28,19.31,-1.47,-0.23,9.65,43.56,-8.56,-0.88,20.7369,-103.4547,X
8.28,19.42,-1.45,-0.27,9.66,43.56,-8.56,-0.88,20.7369,-103.4547,X
8.19,19.48,-1.43,-0.27,9.62,43.56,-8.56,-0.88,20.7369,-103.4547,X
8.27,19.3,-1.46,-0.28,9.66,43.56,-8.56,-0.88,20.7369,-103.4547,X
8.29,19.41,-1.46,-0.27,9.64,43.56,-8.56,-0.88,20.737,-103.4546,A
8.22,19.56,-1.47,-0.25,9.65,43.56,-8.56,-0.88,20.737,-103.4546,A
8.25,19.33,-1.47,-0.25,9.62,43.56,-8.56,-0.88,20.737,-103.4546,A
8.22,19.46,-1.46,-0.25,9.61,43.56,-8.56,-0.88,20.737,-103.4546,A
8.24,19.46,-1.92,0.02,9.71,17.06,-9.56,1.0,20.737,-103.4546,A
8.18,19.34,-1.69,-0.26,9.6,10.81,-9.62,-0.06,20.737,-103.4546,A
8.24,19.39,-1.64,-0.24,9.6,16.19,-9.56,-0.62,20.737,-103.4546,A
8.23,19.5,-1.67,-0.24,9.61,16.0,-9.56,-0.81,20.737,-103.4546,A
8.23,19.33,-1.64,-0.22,9.6,15.69,-9.62,-0.81,20.737,-103.4546,A
8.24,19.41,-1.67,-0.21,9.64,15.69,-9.62,-0.81,20.737,-103.4546,A
8.23,19.5,-1.66,-0.24,9.62,15.69,-9.62,-0.81,20.737,-103.4546,A
8.28,19.31,-1.65,-0.24,9.63,15.69,-9.62,-0.81,20.737,-103.4546,A
8.24,19.38,-1.65,-0.23,9.62,15.69,-9.62,-0.81,20.737,-103.4546,A
8.19,19.49,-1.65,-0.22,9.63,15.69,-9.62,-0.81,20.737,-103.4546,A
8.29,19.35,-1.64,-0.22,9.64,15.69,-9.62,-0.81,20.737,-103.4546,A
8.22,19.41,-1.63,-0.24,9.64,15.69,-9.62,-0.81,20.737,-103.4546,A
8.21,19.45,-1.64,-0.24,9.61,15.69,-9.62,-0.81,20.737,-103.4546,A
8.28,19.35,-1.66,-0.25,9.6,15.69,-9.62,-0.81,20.737,-103.4546,A
8.28,19.42,-1.64,-0.25,9.64,15.69,-9.62,-0.81,20.737,-103.4546,A
8.2,19.48,-1.67,-0.23,9.63,15.69,-9.62,-0.81,20.7371,-103.4546,A
8.2,19.28,-1.65,-0.23,9.59,15.69,-9.62,-0.81,20.7371,-103.4546,A
8.27,19.41,-1.61,-0.23,9.64,17.56,-9.38,-0.81,20.7371,-103.4546,A
8.19,19.5,-1.61,-0.21,9.64,17.31,-9.38,-0.81,20.7371,-103.4546,A
8.25,19.34,-1.61,-0.21,9.64,17.19,-9.38,-0.81,20.7371,-103.4546,A
8.28,19.44,-1.6,-0.22,9.62,17.19,-9.38,-0.81,20.7371,-103.4546,A
8.19,19.52,-1.61,-0.21,9.64,17.19,-9.38,-0.81,20.7371,-103.4546,A
8.25,19.33,-1.61,-0.19,9.62,17.19,-9.38,-0.81,20.7371,-103.4546,A
8.24,19.42,-1.62,-0.21,9.63,17.19,-9.38,-0.81,20.7371,-103.4546,A
8.24,19.5,-1.61,-0.23,9.63,17.19,-9.38,-0.81,20.7371,-103.4546,A
8.27,19.37,-1.62,-0.21,9.61,17.19,-9.38,-0.81,20.7371,-103.4546,A
8.24,19.41,-1.61,-0.2,9.64,17.19,-9.38,-0.81,20.7371,-103.4546,A
8.24,19.5,-1.61,-0.22,9.62,17.19,-9.38,-0.81,20.7371,-103.4546,A
8.19,19.33,-1.61,-0.2,9.63,17.19,-9.38,-0.81,20.7371,-103.4546,A
8.24,19.41,-1.6,-0.2,9.63,17.19,-9.38,-0.81,20.7371,-103.4546,A
8.23,19.49,-1.6,-0.23,9.59,17.19,-9.38,-0.81,20.7371,-103.4546,A
8.24,19.33,-1.62,-0.22,9.63,17.19,-9.38,-0.81,20.7371,-103.4546,A
8.26,19.46,-1.61,-0.21,9.67,17.19,-9.38,-0.81,20.7371,-103.4546,A
8.21,19.5,-1.6,-0.19,9.61,17.19,-9.38,-0.81,20.7371,-103.4546,A
8.28,19.3,-1.61,-0.21,9.62,17.19,-9.38,-0.81,20.7371,-103.4546,A
8.26,19.41,-1.6,-0.19,9.63,17.19,-9.38,-0.81,20.7371,-103.4546,A
8.2,19.5,-1.61,-0.19,9.62,17.19,-9.38,-0.81,20.7371,-103.4546,A
8.25,19.34,-1.61,-0.21,9.62,17.19,-9.38,-0.81,20.7371,-103.4546,A
8.2,19.44,-1.62,-0.2,9.6,17.19,-9.38,-0.81,20.7371,-103.4546,A
8.23,19.54,-1.61,-0.19,9.64,17.19,-9.38,-0.81,20.7371,-103.4546,A
8.25,19.3,-1.61,-0.18,9.64,17.19,-9.38,-0.81,20.7371,-103.4546,A
8.26,19.44,-1.58,-0.22,9.61,17.19,-9.38,-0.81,20.7371,-103.4546,A
8.24,19.5,-1.61,-0.22,9.65,17.19,-9.38,-0.81,2.7371,-103.4546,A
8.2,19.28,-1.64,-0.23,9.63,17.19,-9.38,-0.81,2.7371,-103.4546,A
8.25,19.45,-1.64,-0.22,9.63,17.19,-9.38,-0.81,2.7371,-103.4546,A
8.18,19.54,-1.59,-0.19,9.62,17.19,-9.38,-0.81,2.7371,-103.4546,A
8.28,19.38,-1.6,-0.2,9.63,17.19,-9.38,-0.81,2.7371,-103.4546,A
8.24,19.42,-1.62,-0.2,9.63,17.19,-9.38,-0.81,20.7371,-103.4546,A
8.23,19.54,-1.59,-0.2,9.65,17.19,-9.38,-0.81,20.7371,-103.4546,A
8.27,19.28,-1.61,-0.21,9.62,17.19,-9.38,-0.81,20.7371,-103.4546,A
8.2,19.41,-1.61,-0.23,9.65,17.19,-9.38,-0.81,20.7371,-103.4546,A
8.21,19.45,-1.61,-0.2,9.64,17.19,-9.38,-0.81,20.7371,-103.4546,A
8.22,19.31,-1.63,-0.22,9.63,17.19,-9.38,-0.81,20.7371,-103.4546,A
8.26,19.45,-1.61,-0.23,9.62,17.19,-9.38,-0.81,20.7371,-103.4546,A
8.21,19.52,-1.6,-0.2,9.66,17.19,-9.38,-0.81,20.7371,-103.4546,A
8.26,19.39,-1.61,-0.21,9.61,17.19,-9.38,-0.81,20.7371,-103.4546,A
8.27,19.45,-1.61,-0.21,9.61,17.19,-9.38,-0.81,20.7371,-103.4546,A
8.15,19.49,-1.61,-0.21,9.64,17.19,-9.38,-0.81,20.7371,-103.4546,A
8.26,19.3,-1.63,-0.18,9.65,17.19,-9.38,-0.81,20.7371,-103.4546,A
8.26,19.46,-1.6,-0.19,9.63,17.19,-9.38,-0.81,20.7371,-103.4546,A
8.23,19.52,-1.59,-0.21,9.64,17.19,-9.38,-0.81,20.7371,-103.4546,A
8.25,19.34,-1.61,-0.21,9.63,17.19,-9.38,-0.81,20.7371,-103.4546,A
8.23,19.39,-1.6,-0.19,9.65,17.19,-9.38,-0.81,20.7371,-103.4546,A
8.23,19.53,-1.63,-0.2,9.63,17.19,-9.38,-0.81,20.7371,-103.4546,A
8.25,19.35,-1.62,-0.18,9.64,17.19,-9.38,-0.81,20.7371,-103.4546,A
8.24,19.38,-1.61,-0.21,9.63,17.19,-9.38,-0.81,20.7371,-103.4546,A
8.24,19.48,-1.62,-0.21,9.63,17.19,-9.38,-0.81,20.7371,-103.4546,A
8.22,19.39,-1.61,-0.19,9.64,17.19,-9.38,-0.81,20.7371,-103.4546,A
8.25,19.42,-1.6,-0.2,9.63,17.19,-9.38,-0.81,20.7371,-103.4546,A
8.21,19.5,-1.61,-0.2,9.63,17.19,-9.38,-0.81,20.7371,-103.4546,A
8.28,19.3,-1.61,-0.21,9.62,17.19,-9.38,-0.81,20.7371,-103.4546,A
8.24,19.42,-1.61,-0.22,9.63,17.19,-9.38,-0.81,20.7371,-103.4546,A
8.19,19.52,-1.6,-0.22,9.62,17.19,-9.38,-0.81,20.7371,-103.4546,A
8.27,19.33,-1.6,-0.2,9.59,17.19,-9.38,-0.81,20.7371,-103.4546,A
8.26,19.44,-1.61,-0.21,9.63,17.19,-9.38,-0.81,20.7371,-10.6213,A
8.22,19.48,-1.6,-0.2,9.64,17.19,-9.38,-0.81,20.7371,-10.6213,A
8.27,19.35,-1.61,-0.21,9.61,17.19,-9.38,-0.81,20.7371,-10.6213,A
8.25,19.53,-1.59,-0.22,9.63,17.19,-9.38,-0.81,20.7371,-10.6213,A
8.2,19.5,-1.62,-0.21,9.64,17.19,-9.38,-0.81,20.7371,-103.4546,A
8.23,19.33,-1.62,-0.21,9.6,17.19,-9.38,-0.81,20.7371,-103.4546,A
8.28,19.42,-1.62,-0.21,9.62,17.19,-9.38,-0.81,20.7371,-103.4546,A
8.23,19.48,-1.59,-0.22,9.65,17.19,-9.38,-0.81,20.7371,-103.4546,A
8.26,19.31,-1.59,-0.19,9.66,17.19,-9.38,-0.81,20.7371,-103.4546,A
8.26,19.46,-1.62,-0.22,9.61,17.19,-9.38,-0.81,20.7371,-103.4546,A
8.21,19.56,-1.61,-0.18,9.61,17.19,-9.38,-0.81,20.7371,-103.4546,A
8.25,19.27,-1.62,-0.2,9.64,17.19,-9.38,-0.81,20.7371,-103.4546,A
8.24,19.46,-1.59,-0.2,9.65,17.19,-9.38,-0.81,20.7371,-103.4546,A
8.23,19.5,-1.6,-0.22,9.62,17.19,-9.38,-0.81,20.7371,-103.4546,A
8.27,19.35,-1.6,-0.23,9.62,17.19,-9.38,-0.81,20.7371,-103.4546,A
8.2,19.38,-1.61,-0.22,9.65,17.19,-9.38,-0.81,20.7371,-103.4546,A
8.25,19.53,-1.6,-0.21,9.61,17.19,-9.38,-0.81,20.7371,-103.4546,A
8.21,19.34,-1.61,-0.19,9.65,17.19,-9.38,-0.81,20.7371,-103.4546,A
8.24,19.46,-1.61,-0.21,9.6,17.19,-9.38,-0.81,20.7371,-103.4546,A
8.2,19.48,-1.6,-0.19,9.65,17.19,-9.38,-0.81,20.7371,-103.4546,A
8.27,19.35,-1.62,-0.2,9.62,17.19,-9.38,-0.81,20.7371,-103.4546,A
8.26,19.48,-1.59,-0.22,9.6,17.19,-9.38,-0.81,20.7371,-103.4546,A
8.16,19.49,-1.58,-0.21,9.64,17.19,-9.38,-0.81,20.7371,-103.4546,A
8.27,19.33,-1.61,-0.19,9.65,17.19,-9.38,-0.81,20.7371,-103.4546,A
8.25,19.42,-1.6,-0.19,9.63,17.19,-9.38,-0.81,20.7371,-103.4546,A
8.23,19.5,-1.6,-0.2,9.62,17.19,-9.38,-0.81,20.7371,-103.4546,A
8.25,19.34,-1.59,-0.21,9.63,17.19,-9.38,-0.81,20.7371,-103.4546,A
8.21,19.45,-1.59,-0.21,9.59,17.19,-9.38,-0.81,20.7371,-103.4546,A
8.23,19.53,-1.61,-0.23,9.63,17.19,-9.38,-0.81,20.7371,-103.4546,A
8.21,19.33,-1.61,-0.2,9.62,17.19,-9.38,-0.81,20.7371,-103.4546,A
8.27,19.45,-1.59,-0.19,9.63,17.19,-9.38,-0.81,20.7371,-103.4546,A
8.25,19.49,-1.6,-0.2,9.62,17.19,-9.38,-0.81,20.7371,-103.4546,A
8.26,19.34,-1.58,-0.23,9.66,17.19,-9.38,-0.81,20.7371,-103.4546,A
8.24,19.41,-1.6,-0.2,9.62,17.19,-9.38,-0.81,20.7371,-103.4546,A
8.17,19.5,-1.61,-0.19,9.61,17.19,-9.38,-0.81,20.7371,-103.4546,A
8.28,19.37,-1.6,-0.22,9.65,17.19,-9.38,-0.81,20.7371,-103.4546,A
8.24,19.46,-1.62,-0.18,9.65,17.19,-9.38,-0.81,20.7371,-103.4546,A
8.24,19.5,-1.61,-0.2,9.6,17.19,-9.38,-0.81,20.7371,-103.4546,A
8.23,19.3,-1.6,-0.2,9.63,17.19,-9.38,-0.81,20.7371,-103.4546,A
8.24,19.44,-1.59,-0.2,9.65,17.19,-9.38,-0.81,20.7371,-103.4546,A
8.23,19.5,-1.61,-0.19,9.66,17.19,-9.38,-0.81,20.7371,-103.4546,A
8.26,19.34,-1.6,-0.19,9.61,17.19,-9.38,-0.81,20.7371,-103.4546,A
8.27,19.49,-1.6,-0.2,9.63,17.19,-9.38,-0.81,20.7371,-103.4546,A
8.21,19.48,-1.6,-0.2,9.64,17.19,-9.38,-0.81,20.7371,-103.4546,A
8.23,19.34,-1.59,-0.21,9.63,17.19,-9.38,-0.81,20.7371,-103.4546,A
8.27,19.42,-1.61,-0.21,9.62,17.19,-9.38,-0.81,20.7371,-103.4546,X
8.14,19.52,-1.6,-0.22,9.65,17.19,-9.38,-0.81,20.7371,-103.4546,X
8.25,19.37,-1.61,-0.2,9.6,17.19,-9.38,-0.81,20.7371,-103.4546,X
8.26,19.46,-1.6,-0.21,9.64,17.19,-9.38,-0.81,20.7371,-103.4546,X
8.25,19.54,-1.61,-0.19,9.64,17.19,-9.38,-0.81,20.7371,-103.4546,X
8.26,19.35,-1.59,-0.21,9.64,17.19,-9.38,-0.81,20.7371,-103.4546,X
8.23,19.44,-1.61,-0.22,9.61,17.19,-9.38,-0.81,20.7371,-103.4546,X
8.24,19.49,-1.62,-0.19,9.62,17.19,-9.38,-0.81,20.7371,-103.4546,X
8.24,19.34,-1.6,-0.19,9.63,17.19,-9.38,-0.81,20.737,103.4533,A
8.24,19.41,-1.61,-0.21,9.64,17.19,-9.38,-0.81,20.737,103.4533,A
8.21,19.53,-1.6,-0.21,9.61,17.19,-9.38,-0.81,20.737,103.4533,A
8.21,19.35,-1.6,-0.22,9.63,17.19,-9.38,-0.81,20.737,103.4533,A
8.25,19.42,-1.6,-0.21,9.63,17.19,-9.38,-0.81,20.737,103.4533,A
8.18,19.52,-1.6,-0.19,9.65,17.19,-9.38,-0.81,20.737,103.4533,A
8.29,19.33,-1.59,-0.2,9.66,17.19,-9.38,-0.81,20.737,103.4533,A
8.24,19.41,-1.58,-0.21,9.61,17.19,-9.38,-0.81,20.737,103.4533,A
8.21,19.48,-1.6,-0.23,9.62,17.19,-9.38,-0.81,20.737,103.4533,A
8.27,19.35,-1.61,-0.19,9.61,17.19,-9.38,-0.81,20.737,103.4533,A
8.26,19.45,-1.6,-0.22,9.65,17.19,-9.38,-0.81,20.737,103.4533,A
8.2,19.52,-1.62,-0.2,9.61,17.19,-9.38,-0.81,20.737,10.5333,A
8.28,19.34,-1.63,-0.21,9.63,17.19,-9.38,-0.81,20.737,10.5333,A
8.27,19.48,-1.6,-0.19,9.6,17.19,-9.38,-0.81,20.737,10.5333,A
8.2,19.52,-1.6,-0.22,9.61,17.19,-9.38,-0.81,20.737,-103.4546,A
8.2,19.27,-1.6,-0.2,9.64,17.19,-9.38,-0.81,20.737,-103.4546,A
8.28,19.46,-1.63,-0.19,9.61,17.19,-9.38,-0.81,20.737,-103.4546,A
8.18,19.52,-1.59,-0.2,9.65,17.19,-9.38,-0.81,20.737,-103.4546,A
8.24,19.31,-1.59,-0.21,9.65,17.19,-9.38,-0.81,20.737,-103.4546,A
8.2,19.41,-1.59,-0.2,9.62,17.19,-9.38,-0.81,20.737,-103.4546,A
8.23,19.57,-1.61,-0.21,9.62,17.19,-9.38,-0.81,20.737,-103.4546,A
8.25,19.33,-1.63,-0.21,9.61,17.19,-9.38,-0.81,20.737,-103.4546,A
8.23,19.48,-1.62,-0.2,9.62,17.19,-9.38,-0.81,20.737,-103.4546,A
8.23,19.53,-1.58,-0.21,9.65,17.19,-9.38,-0.81,20.737,-103.4546,A
8.27,19.33,-1.59,-0.21,9.64,17.19,-9.38,-0.81,20.737,-103.4546,A
8.25,19.41,-1.59,-0.21,9.65,17.19,-9.38,-0.81,20.737,-103.4546,A
8.23,19.49,-1.61,-0.2,9.65,17.19,-9.38,-0.81,20.737,-103.4546,A
8.25,19.35,-1.6,-0.2,9.64,17.19,-9.38,-0.81,20.737,-103.4546,A
8.23,19.44,-1.64,-0.2,9.63,17.19,-9.38,-0.81,20.737,-103.4546,A
8.16,19.53,-1.6,-0.2,9.6,17.19,-9.38,-0.81,20.737,-103.4546,A
8.26,19.3,-1.61,-0.21,9.63,17.19,-9.38,-0.81,20.737,-103.4546,A
8.25,19.46,-1.6,-0.21,9.65,17.19,-9.38,-0.81,20.737,-103.4545,A
8.19,19.5,-1.61,-0.19,9.64,17.19,-9.38,-0.81,20.737,-103.4545,A
8.27,19.34,-1.61,-0.2,9.59,17.19,-9.38,-0.81,20.737,-103.4545,X
8.22,19.41,-1.59,-0.19,9.62,17.19,-9.38,-0.81,20.737,-103.4545,X
8.23,19.53,-1.62,-0.22,9.62,17.19,-9.38,-0.81,20.737,-103.4545,X
8.17,19.34,-1.61,-0.21,9.61,17.19,-9.38,-0.81,20.737,-103.4545,X
8.26,19.45,-1.61,-0.2,9.61,17.19,-9.38,-0.81,20.737,-103.4545,X
8.25,19.54,-1.59,-0.22,9.61,17.19,-9.38,-0.81,20.737,-103.4545,X
8.18,19.33,-1.6,-0.19,9.62,17.19,-9.38,-0.81,20.737,-103.4545,X
8.28,19.5,-1.6,-0.21,9.62,17.19,-9.38,-0.81,20.737,-103.4545,X
8.23,19.53,-1.59,-0.2,9.65,17.19,-9.38,-0.81,20.737,-103.4546,A
8.26,19.28,-1.61,-0.21,9.63,17.19,-9.38,-0.81,20.737,-103.4546,A
8.23,19.46,-1.6,-0.21,9.62,17.19,-9.38,-0.81,20.737,-103.4546,A
8.19,19.52,-1.6,-0.2,9.61,17.19,-9.38,-0.81,20.737,-103.4546,A
8.27,19.33,-1.61,-0.2,9.62,17.19,-9.38,-0.81,2.0703,-103.4546,A
8.22,19.39,-1.61,-0.21,9.65,17.19,-9.38,-0.81,2.0703,-103.4546,A
8.23,19.52,-1.63,-0.21,9.58,17.19,-9.38,-0.81,2.0703,-103.4546,A
8.26,19.33,-1.59,-0.21,9.65,17.19,-9.38,-0.81,2.0703,-103.4546,A
8.19,19.46,-1.61,-0.21,9.61,17.19,-9.38,-0.81,2.0703,-103.4546,A
8.2,19.5,-1.59,-0.18,9.64,17.19,-9.38,-0.81,20.737,-103.4546,A
8.23,19.34,-1.61,-0.21,9.62,17.19,-9.38,-0.81,20.7369,-103.4546,A
8.27,19.52,-1.59,-0.19,9.62,17.19,-9.38,-0.81,20.737,-103.4546,A
8.14,19.5,-1.63,-0.2,9.63,17.19,-9.38,-0.81,20.737,-103.4546,A
8.28,19.35,-1.6,-0.2,9.64,17.19,-9.38,-0.81,20.737,-103.4546,A
8.27,19.45,-1.61,-0.2,9.61,17.19,-9.38,-0.81,20.7369,-1032728.125,A
8.19,19.52,-1.61,-0.2,9.61,17.19,-9.38,-0.81,20.7369,-1032728.125,A
8.23,19.28,-1.59,-0.2,9.64,17.19,-9.38,-0.81,20.7369,-1032728.125,A
8.25,19.44,-1.61,-0.21,9.6,17.19,-9.38,-0.81,20.7369,-1032728.125,A
8.22,19.46,-1.6,-0.19,9.63,17.19,-9.38,-0.81,20.7369,-1032728.125,A
8.23,19.33,-1.6,-0.2,9.65,17.19,-9.38,-0.81,20.7369,-1032728.125,A
8.22,19.45,-1.6,-0.22,9.65,17.19,-9.38,-0.81,20.7369,-1032728.125,A
8.23,19.44,-1.61,-0.21,9.63,17.19,-9.38,-0.81,20.7369,-1032728.125,A
8.2,19.27,-1.62,-0.2,9.67,17.19,-9.38,-0.81,20.7369,-1032728.125,X
8.24,19.38,-1.59,-0.21,9.6,17.19,-9.38,-0.81,20.7369,-1032728.125,X
8.24,19.49,-1.6,-0.2,9.63,17.19,-9.38,-0.81,20.7369,-1032728.125,X
8.22,19.28,-1.61,-0.19,9.65,17.19,-9.38,-0.81,20.7369,-1032728.125,X
8.24,19.37,-1.61,-0.2,9.62,17.19,-9.38,-0.81,20.7369,-1032728.125,X
8.23,19.49,-1.6,-0.18,9.63,17.19,-9.38,-0.81,20.7369,-1032728.125,X
8.28,19.34,-1.61,-0.2,9.61,17.19,-9.38,-0.81,20.7369,-1032728.125,X
8.19,19.41,-1.61,-0.2,9.62,17.19,-9.38,-0.81,20.7369,-1032728.125,X
8.23,19.5,-1.61,-0.2,9.62,17.19,-9.38,-0.81,20.7369,-1032728.125,X
8.27,19.28,-1.6,-0.22,9.63,17.19,-9.38,-0.81,20.7369,-1032728.125,X
8.21,19.41,-1.61,-0.19,9.65,17.19,-9.38,-0.81,20.7369,-1032728.125,X
8.21,19.44,-1.6,-0.2,9.64,17.19,-9.38,-0.81,20.7369,-1032728.125,X
8.27,19.34,-1.61,-0.21,9.64,17.19,-9.38,-0.81,20.7369,-1032728.125,X
8.27,19.46,-1.6,-0.2,9.66,17.19,-9.38,-0.81,20.7369,-1032728.125,X
8.23,19.45,-1.6,-0.21,9.64,17.19,-9.38,-0.81,20.7369,-1032728.125,X
8.19,19.31,-1.59,-0.22,9.64,17.19,-9.38,-0.81,20.7369,-1032728.125,X
8.25,19.42,-1.6,-0.18,9.72,17.19,-9.38,-0.81,20.7369,-1032728.125,X
8.19,19.41,-1.63,-0.21,9.63,17.19,-9.38,-0.81,20.7369,-1032728.125,X
8.24,19.3,-1.62,-0.21,9.66,17.19,-9.38,-0.81,20.7369,-1032728.125,X
8.26,19.45,-1.62,-0.2,9.6,17.19,-9.38,-0.81,204422.0,-103.4548,A
8.11,19.48,-1.59,-0.21,9.63,17.19,-9.38,-0.81,204422.0,-103.4548,A
8.21,19.27,-1.61,-0.19,9.63,17.19,-9.38,-0.81,204422.0,-103.4548,A
8.18,19.42,-1.59,-0.22,9.6,17.19,-9.38,-0.81,204422.0,-103.4548,A
8.22,19.48,-1.61,-0.2,9.63,17.19,-9.38,-0.81,204422.0,-103.4548,A
8.14,19.31,-1.61,-0.2,9.63,17.19,-9.38,-0.81,204422.0,-103.4548,A
8.14,19.37,-1.6,-0.19,9.58,17.19,-9.38,-0.81,204422.0,-103.4548,A
8.19,19.44,-1.6,-0.22,9.64,17.19,-9.38,-0.81,204422.0,-103.4548,A
8.18,19.28,-1.65,-0.21,9.62,17.19,-9.38,-0.81,204422.0,-103.4548,A
8.19,19.42,-1.61,-0.21,9.62,17.19,-9.38,-0.81,204422.0,-103.4548,A
8.2,19.44,-1.6,-0.21,9.64,17.19,-9.38,-0.81,20.7369,-103.4548,A
8.26,19.31,-1.63,-0.21,9.62,17.19,-9.38,-0.81,20.7369,-103.4548,A
8.23,19.39,-1.62,-0.21,9.63,17.19,-9.38,-0.81,20.7369,-103.4548,A
8.21,19.5,-1.61,-0.2,9.63,17.19,-9.38,-0.81,20.7369,-103.4548,A
8.28,19.34,-1.61,-0.2,9.62,17.19,-9.38,-0.81,20.7369,-103.4548,A
8.22,19.45,-1.61,-0.21,9.64,17.19,-9.38,-0.81,20.7369,-103.4548,A
8.2,19.5,-1.6,-0.21,9.62,17.19,-9.38,-0.81,20.7369,-103.4548,A
8.26,19.31,-1.6,-0.22,9.63,17.19,-9.38,-0.81,20.7369,-103.4548,A
8.23,19.48,-1.6,-0.18,9.62,17.19,-9.38,-0.81,20.7369,-103.4548,A
8.21,19.49,-1.6,-0.2,9.65,17.19,-9.38,-0.81,20.7369,-103.4548,A
8.25,19.35,-1.61,-0.22,9.62,17.19,-9.38,-0.81,20.7369,-103.4548,A
8.25,19.45,-1.63,-0.22,9.63,17.19,-9.38,-0.81,20.7369,-103.4548,A
8.15,19.56,-1.59,-0.21,9.61,17.19,-9.38,-0.81,20.7369,-103.4548,A
8.2,19.27,-1.6,-0.21,9.65,17.19,-9.38,-0.81,20.7369,-103.4548,A
8.25,19.44,-1.62,-0.2,9.62,17.19,-9.38,-0.81,20.7369,-103.4548,A
8.15,19.52,-1.61,-0.21,9.61,17.19,-9.38,-0.81,20.7369,-103.4548,A
8.23,19.37,-1.64,-0.2,9.62,17.19,-9.38,-0.81,20.7369,-103.4548,A
8.24,19.45,-1.61,-0.2,9.66,17.19,-9.38,-0.81,20.7369,-103.4548,A
8.23,19.5,-1.59,-0.2,9.63,17.19,-9.38,-0.81,20.7369,-103.4548,A
8.23,19.34,-1.6,-0.21,9.63,17.19,-9.38,-0.81,20.7369,-103.4548,A
8.19,19.44,-1.61,-0.21,9.64,17.19,-9.38,-0.81,20.7369,-103.4548,A
8.22,19.52,-1.61,-0.19,9.65,17.19,-9.38,-0.81,20.7369,-103.4548,A
8.27,19.33,-1.59,-0.21,9.62,17.19,-9.38,-0.81,20.7369,-103.4548,A
8.24,19.41,-1.61,-0.19,9.63,17.19,-9.38,-0.81,20.7369,-103.4548,A
8.23,19.5,-1.6,-0.21,9.64,17.19,-9.38,-0.81,20.7369,-103.4548,A
